#bytes,#repetitions,t[usec],Mbytes/sec
16,1000,15.74,1.02
32,1000,15.84,2.02
64,1000,15.86,4.04
128,1000,16.55,7.73
256,1000,16.44,15.57
512,1000,16.79,30.49
1024,1000,17.20,59.53
2048,1000,38.92,52.62
4096,1000,39.09,104.77
8192,1000,40.17,203.95
16384,1000,42.03,389.86
32768,1000,48.59,674.32
65536,640,147.42,444.55
131072,320,165.51,791.92
262144,160,228.37,1147.88
524288,80,328.01,1598.37
1048576,40,531.98,1971.08
2097152,20,938.72,2234.06
4194304,10,1985.47,2112.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.36,0.00
1,1000,15.41,0.06
2,1000,15.46,0.13
4,1000,15.41,0.26
8,1000,15.43,0.52
16,1000,15.44,1.04
32,1000,15.45,2.07
64,1000,15.48,4.13
128,1000,15.57,8.22
256,1000,15.91,16.09
512,1000,16.30,31.42
1024,1000,16.72,61.23
2048,1000,38.41,53.31
4096,1000,38.58,106.17
8192,1000,39.65,206.59
16384,1000,41.32,396.55
32768,1000,46.71,701.55
65536,640,146.96,445.93
131072,320,136.83,957.92
262144,160,189.19,1385.64
524288,80,272.60,1923.28
1048576,40,457.24,2293.27
2097152,20,819.49,2559.09
4194304,10,1530.27,2740.88
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.20,0.00
1,1000,15.35,0.07
2,1000,15.38,0.13
4,1000,15.44,0.26
8,1000,15.43,0.52
16,1000,15.42,1.04
32,1000,15.44,2.07
64,1000,15.35,4.17
128,1000,15.82,8.09
256,1000,16.09,15.91
512,1000,16.35,31.31
1024,1000,16.93,60.47
2048,1000,38.38,53.36
4096,1000,38.78,105.62
8192,1000,39.62,206.78
16384,1000,41.19,397.74
32768,1000,46.35,707.01
65536,640,148.35,441.78
131072,320,156.60,836.97
262144,160,205.87,1273.37
524288,80,301.30,1740.10
1048576,40,492.31,2129.91
2097152,20,883.63,2373.33
4194304,10,1745.54,2402.86
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.32,0.00
1,1000,15.40,0.06
2,1000,15.39,0.13
4,1000,15.39,0.26
8,1000,15.40,0.52
16,1000,15.44,1.04
32,1000,15.46,2.07
64,1000,15.44,4.15
128,1000,15.57,8.22
256,1000,15.98,16.02
512,1000,16.23,31.54
1024,1000,16.77,61.04
2048,1000,38.42,53.31
4096,1000,38.76,105.68
8192,1000,39.50,207.38
16384,1000,41.34,396.31
32768,1000,46.34,707.07
65536,640,146.95,445.97
131072,320,136.96,957.03
262144,160,188.18,1393.09
524288,80,271.26,1932.79
1048576,40,457.20,2293.48
2097152,20,819.82,2558.05
4194304,10,1528.43,2744.19
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.16
2,1000,0.19,10.39
4,1000,0.19,20.70
8,1000,0.19,41.47
16,1000,0.20,81.87
32,1000,0.23,139.01
64,1000,0.23,281.81
128,1000,0.31,410.08
256,1000,0.34,751.04
512,1000,0.38,1347.07
1024,1000,0.51,2006.22
2048,1000,0.75,2729.48
4096,1000,1.13,3628.40
8192,1000,1.87,4388.38
16384,1000,2.95,5557.09
32768,1000,4.81,6808.01
65536,640,8.30,7891.29
131072,320,15.03,8719.51
262144,160,12.60,20808.82
524288,80,22.34,23466.82
1048576,40,49.37,21239.55
2097152,20,140.13,14965.88
4194304,10,299.70,13994.80
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.12
2,1000,0.20,10.03
4,1000,0.20,20.20
8,1000,0.20,40.96
16,1000,0.20,79.59
32,1000,0.22,142.31
64,1000,0.23,283.07
128,1000,0.32,400.36
256,1000,0.35,740.49
512,1000,0.39,1299.92
1024,1000,0.51,2026.06
2048,1000,0.75,2731.00
4096,1000,1.13,3631.69
8192,1000,1.87,4387.24
16384,1000,2.96,5537.66
32768,1000,4.82,6792.42
65536,640,8.36,7836.94
131072,320,15.13,8665.45
262144,160,12.62,20768.50
524288,80,22.28,23533.06
1048576,40,50.26,20862.11
2097152,20,137.66,15233.80
4194304,10,295.16,14210.16
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.21
2,1000,0.19,10.29
4,1000,0.19,20.60
8,1000,0.20,40.56
16,1000,0.19,83.31
32,1000,0.22,142.24
64,1000,0.23,283.23
128,1000,0.31,406.61
256,1000,0.34,747.43
512,1000,0.39,1298.06
1024,1000,0.50,2064.91
2048,1000,0.75,2728.76
4096,1000,1.13,3627.62
8192,1000,1.87,4369.43
16384,1000,2.97,5519.28
32768,1000,4.81,6816.92
65536,640,8.32,7875.27
131072,320,15.10,8679.37
262144,160,12.62,20768.15
524288,80,22.31,23502.46
1048576,40,49.87,21024.38
2097152,20,138.67,15123.68
4194304,10,299.92,13984.56
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.00
2,1000,0.20,10.04
4,1000,0.20,20.22
8,1000,0.20,40.53
16,1000,0.20,81.56
32,1000,0.22,144.64
64,1000,0.22,286.51
128,1000,0.32,400.86
256,1000,0.34,742.48
512,1000,0.39,1302.63
1024,1000,0.50,2032.61
2048,1000,0.75,2733.55
4096,1000,1.13,3612.90
8192,1000,1.87,4386.76
16384,1000,2.96,5535.70
32768,1000,4.84,6767.05
65536,640,8.35,7844.03
131072,320,15.11,8674.33
262144,160,12.62,20767.52
524288,80,22.29,23517.40
1048576,40,51.33,20428.82
2097152,20,137.58,15243.47
4194304,10,299.74,13993.14
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.15
2,1000,0.19,10.26
4,1000,0.20,20.29
8,1000,0.20,40.57
16,1000,0.19,82.21
32,1000,0.22,144.36
64,1000,0.22,288.83
128,1000,0.32,402.93
256,1000,0.34,749.27
512,1000,0.39,1307.61
1024,1000,0.50,2032.45
2048,1000,0.75,2720.93
4096,1000,1.13,3624.94
8192,1000,1.87,4373.37
16384,1000,2.95,5552.95
32768,1000,4.79,6837.77
65536,640,8.30,7899.59
131072,320,15.09,8685.31
262144,160,12.62,20779.40
524288,80,22.28,23533.65
1048576,40,49.95,20993.44
2097152,20,137.37,15266.97
4194304,10,297.00,14122.37
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.19,5.21
2,1000,0.19,10.60
4,1000,0.19,21.16
8,1000,0.19,42.15
16,1000,0.19,82.29
32,1000,0.23,141.35
64,1000,0.22,287.23
128,1000,0.31,417.28
256,1000,0.34,744.19
512,1000,0.39,1313.36
1024,1000,0.50,2040.12
2048,1000,0.75,2722.06
4096,1000,1.13,3629.74
8192,1000,1.87,4387.08
16384,1000,2.95,5549.16
32768,1000,4.82,6795.98
65536,640,8.36,7839.01
131072,320,15.12,8666.38
262144,160,12.61,20784.92
524288,80,22.30,23512.62
1048576,40,50.45,20785.75
2097152,20,138.02,15194.11
4194304,10,297.39,14103.68
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.16
2,1000,0.19,10.28
4,1000,0.20,20.02
8,1000,0.20,40.99
16,1000,0.20,81.17
32,1000,0.22,142.43
64,1000,0.22,286.54
128,1000,0.32,400.50
256,1000,0.33,769.48
512,1000,0.39,1297.63
1024,1000,0.52,1978.25
2048,1000,0.75,2715.79
4096,1000,1.13,3631.80
8192,1000,1.87,4382.48
16384,1000,2.96,5539.65
32768,1000,4.84,6767.40
65536,640,8.35,7844.40
131072,320,15.11,8674.22
262144,160,12.65,20729.16
524288,80,22.34,23471.35
1048576,40,51.28,20449.43
2097152,20,137.94,15203.68
4194304,10,295.85,14177.15
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.12
2,1000,0.19,10.30
4,1000,0.19,20.86
8,1000,0.19,41.77
16,1000,0.19,83.35
32,1000,0.23,140.71
64,1000,0.23,283.16
128,1000,0.33,390.24
256,1000,0.36,719.79
512,1000,0.38,1333.30
1024,1000,0.52,1981.72
2048,1000,0.76,2710.56
4096,1000,1.13,3626.49
8192,1000,1.87,4385.34
16384,1000,2.96,5541.17
32768,1000,4.81,6808.34
65536,640,8.40,7806.19
131072,320,15.33,8551.25
262144,160,12.63,20758.71
524288,80,22.36,23447.93
1048576,40,50.27,20859.08
2097152,20,137.91,15207.09
4194304,10,298.25,14062.93
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.19
